atraso,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,clasif_sbs,nivel_educ,vivienda_ALQUILADA,vivienda_FAMILIAR,vivienda_PROPIA
0,30,4233,32.40158319378901,4,1400.0,11987.241038228825,2378.71,185,0,3,False,True,False
0,32,5210,6.0,12,1241.51,500.0,6804.68,218,4,3,False,False,True
0,32,3991,6.0,12,2050.0,500.0,454.58,188,0,3,False,True,False
21,32,4113,29.0,12,1600.0,5511.17,0.0,180,0,2,False,True,False
0,28,3794,12.0,6,2300.0,4970.02,1894.01,199,0,3,False,True,False
25,47,13395,99.0,6,3000.0,7947.62,893.63,185,1,3,False,True,False
0,26,4868,3.0,12,618.33,3663.0,2882.49,169,0,2,False,True,False
6,34,6121,37.0,0,14148.0,11987.241038228825,30486.44,175,1,3,False,True,False
0,29,5056,14.0,12,2355.01,362.87,246.68,203,0,3,False,True,False
0,25,5301,6.0,12,1280.0,2691.58,469.58,181,0,2,False,True,False
0,42,4174,32.40158319378901,2,5200.0,11987.241038228825,7022.24,198,0,3,False,True,False
55,36,8282,20.0,12,4000.0,7030.0,3229.24,177,2,3,False,True,False
2,26,4174,32.40158319378901,12,705.76,11987.241038228825,4895.72,167,0,0,False,True,False
4,39,9378,32.40158319378901,0,2500.0,584.36,0.0,201,1,3,False,False,True
0,28,3899,9.0,12,1180.4,1662.9,394.7,175,0,2,False,True,False
27,35,7551,39.0,12,1400.0,6373.2,6415.28,179,1,2,False,True,False
0,46,4935,10.0,0,7000.0,13177.59,0.0,197,0,3,False,False,True
0,32,5756,23.0,12,7800.0,2677.96,9886.23,203,1,3,False,False,True
0,21,4964,32.40158319378901,4,10000.0,11987.241038228825,12832.76,173,0,2,False,True,False
0,31,3773,10.0,12,1699.17,1259.39,3280.38,178,0,2,False,True,False
1,51,4021,36.0,7,2550.0,6113.5,11052.0,205,0,3,False,True,False
0,37,6059,30.0,0,3070.0,3512.8,0.0,194,1,2,False,True,False
30,31,4629,32.40158319378901,12,1400.0,11987.241038228825,0.0,182,1,2,False,True,False
1,24,3565,32.40158319378901,12,700.0,200.38,1319.34,159,0,3,False,True,False
0,28,4264,16.0,12,1800.0,2555.97,892.51,180,1,2,False,True,False
2,30,4535,32.40158319378901,12,790.0,11987.241038228825,1949.19,213,0,2,False,True,False
0,23,4509,32.40158319378901,12,750.0,439.98,4053.76,178,0,3,False,True,False
2,27,4539,32.40158319378901,12,1417.28,11987.241038228825,11466.17,171,0,2,False,True,False
0,38,4052,7.0,12,806.0,4016.8,542.58,157,1,2,False,True,False
24,48,4629,32.40158319378901,12,4900.0,338.6,3939.9,197,1,2,False,True,False
24,48,4629,32.40158319378901,12,4900.0,338.6,3939.9,197,1,2,False,True,False
12,30,4205,61.0,12,1800.0,5960.89,5911.75,199,0,2,False,True,False
0,26,3393,32.40158319378901,11,1072.5,11987.241038228825,784.63,169,0,2,False,True,False
1,23,3809,32.40158319378901,12,900.0,11987.241038228825,6742.36,156,0,2,False,True,False
0,33,4325,32.40158319378901,10,688.56,3825.41,1316.07,173,0,0,False,True,False
0,22,4021,32.40158319378901,12,700.0,11987.241038228825,3865.3,159,0,3,False,True,False
24,30,5544,13.0,10,715.0,500.0,269.9,175,1,2,False,True,False
2,27,5117,44.0,12,1350.0,6240.69,1484.93,173,0,2,False,True,False
0,22,4782,32.40158319378901,12,750.0,11987.241038228825,2541.5,175,0,2,False,True,False
2,46,4356,32.40158319378901,12,951.57,11987.241038228825,1987.79,178,0,0,False,True,False
2,39,4294,32.40158319378901,12,822.58,2101.0,3736.9,173,0,2,False,True,False
2,31,4325,32.40158319378901,12,1131.76,400.0,6420.92,178,4,3,False,True,False
1,26,3534,32.40158319378901,12,929.12,11987.241038228825,6507.3,171,0,2,False,True,False
0,34,3960,32.40158319378901,12,2200.0,11987.241038228825,6023.08,185,0,0,False,True,False
0,34,3891,32.40158319378901,12,606.0,11987.241038228825,2222.69,175,0,2,False,True,False
1,32,3779,32.40158319378901,12,700.0,650.0,3494.79,175,0,2,False,True,False
9,31,4995,32.40158319378901,12,2052.3,1991.77,3570.59,188,1,3,False,True,False
0,34,4478,4.0,12,2100.0,38.99,0.0,214,0,3,False,True,False
2,27,4392,32.40158319378901,12,805.52,619.19,3019.24,167,0,2,False,True,False
0,34,4448,32.40158319378901,12,3000.0,11987.241038228825,0.0,194,0,2,False,True,False
0,24,5026,12.0,12,890.0,323.36,53.33,156,0,2,False,True,False
25,35,4843,18.0,0,30000.0,51738.4,13728.13,202,2,3,False,True,False
25,35,4843,18.0,0,30000.0,51738.4,13728.13,202,2,3,False,True,False
0,27,3786,32.40158319378901,11,1044.97,11987.241038228825,4354.19,170,0,2,True,False,False
8,30,4509,20.0,12,850.0,2390.0,3970.12,173,1,0,False,True,False
0,27,4052,32.40158319378901,11,900.0,11987.241038228825,1497.68,177,0,3,False,True,False
62,38,9500,63.0,0,20000.0,12172.72,0.0,216,1,3,False,False,True
0,44,5574,26.0,12,1000.0,500.0,220.9,199,0,2,False,False,True
1,38,4843,32.40158319378901,12,1800.0,11987.241038228825,4602.62,182,0,2,False,True,False
1,41,4995,32.40158319378901,12,3000.0,592.24,3915.76,193,4,3,False,False,True
3,30,4995,49.0,12,5300.0,16827.3,0.0,213,1,3,False,True,False
0,35,3899,32.40158319378901,10,3200.0,6548.04,0.0,214,1,3,False,False,True
0,39,6304,32.40158319378901,0,2500.0,6611.16,12622.84,194,0,2,False,True,False
23,39,3885,43.0,12,2400.0,3200.0,443.96,186,1,2,False,True,False
1,22,3413,32.40158319378901,11,697.55,998.89,1860.3,188,0,3,False,True,False
0,25,4052,8.0,12,2200.0,2299.0,2071.4,194,0,3,False,True,False
32,43,6212,28.0,12,1710.0,8920.11,1012.78,183,2,2,False,True,False
0,24,3991,14.0,0,900.0,6960.6,357.21,155,0,2,False,True,False
2,27,3809,17.0,12,2700.0,54481.46,57094.38,194,1,3,False,True,False
0,38,5605,80.0,0,6046.0,3109.76,1253.19,193,2,3,False,True,False
0,45,5605,2.0,11,1400.0,11987.241038228825,3404.96,201,0,2,False,False,True
2,22,4660,32.40158319378901,12,996.5,11987.241038228825,2280.05,149,0,2,False,True,False
0,41,7005,64.0,12,2500.0,1518.48,8.71,224,0,3,False,False,True
15,45,5360,10.0,12,2040.0,3755.19,1311.82,179,1,3,False,True,False
2,36,5513,32.40158319378901,12,1900.0,2453.03,9220.58,194,0,2,False,False,True
0,32,3920,32.40158319378901,12,741.01,11987.241038228825,7243.87,175,0,2,False,True,False
9,33,3960,6.0,0,3230.0,12284.22,4867.95,192,1,3,False,True,False
15,26,3919,32.40158319378901,12,1733.39,11987.241038228825,3225.01,182,1,3,False,True,False
2,59,5756,10.0,12,1750.0,3576.2,4419.36,218,1,2,False,False,True
8,32,5694,7.0,12,2930.0,1412.85,864.5,217,2,2,False,True,False
0,28,3868,7.0,12,1883.7,8859.99,4463.69,202,1,3,False,True,False
0,70,4763,7.0,12,2832.0,1700.0,1559.63,212,1,2,False,True,False
0,23,5056,20.0,12,2100.0,2233.88,4450.79,164,0,3,False,True,False
0,31,4386,9.0,0,2270.0,11616.56,0.0,195,0,3,False,True,False
1,56,6151,32.40158319378901,12,850.0,5866.46,4250.39,194,2,2,False,True,False
0,25,3899,32.40158319378901,12,799.07,11987.241038228825,3110.84,170,0,2,True,False,False
2,32,4028,65.0,12,3200.0,6000.0,10280.87,200,0,3,False,True,False
0,34,4478,6.0,12,7000.0,9500.0,1407.71,196,4,3,False,True,False
1,60,6790,32.40158319378901,3,1671.0,11987.241038228825,14328.01,176,0,0,False,True,False
0,32,4629,8.0,12,1538.3,500.0,4263.31,191,0,2,False,True,False
1,37,3672,32.40158319378901,11,2326.87,11987.241038228825,0.0,209,4,3,False,True,False
0,23,4721,32.40158319378901,12,752.87,1001.66,1354.55,175,1,2,False,False,True
0,29,4995,13.0,12,2885.0,4443.37,3483.39,195,0,3,False,True,False
0,48,4233,32.40158319378901,12,2734.3,11987.241038228825,0.0,224,4,3,False,False,True
22,31,3506,32.40158319378901,12,2171.5,11987.241038228825,14404.54,178,0,0,False,True,False
0,27,3595,32.40158319378901,12,800.0,11987.241038228825,1732.86,169,0,2,False,True,False
0,26,5605,6.0,10,3150.0,11987.241038228825,0.0,190,0,2,False,False,True
0,26,4417,5.0,12,3550.0,2767.88,6916.37,201,0,3,False,True,False
8,25,4731,1.0,3,2600.0,11987.241038228825,8098.6,189,0,3,False,True,False
0,38,6882,32.40158319378901,0,15000.0,2775.0,3791.27,158,0,0,False,True,False
0,30,4417,32.40158319378901,11,4800.0,11987.241038228825,0.0,182,0,2,False,True,False
13,49,6243,32.40158319378901,12,6350.0,4418.46,656.59,224,1,3,False,False,True
0,49,4904,32.40158319378901,0,3330.0,4056.98,11364.98,221,0,2,False,True,False
0,28,3905,32.40158319378901,12,1400.0,11987.241038228825,1535.5,177,0,2,False,True,False
0,30,4233,32.40158319378901,12,6000.0,11987.241038228825,1.1,192,0,2,False,True,False
7,48,5026,32.40158319378901,0,1800.0,1600.0,6286.74,158,1,2,False,True,False
0,45,4660,18.0,12,1050.0,845.72,498.22,173,1,2,False,True,False
0,26,3290,7.0,12,800.0,4252.26,3557.48,191,0,3,False,True,False
0,21,3631,32.40158319378901,11,760.02,11987.241038228825,1320.16,175,0,2,False,False,True
0,29,5270,32.40158319378901,12,800.0,406.29,0.0,195,0,3,False,True,False
2,29,4295,8.0,12,790.7,11987.241038228825,2294.07,175,0,2,False,True,False
0,39,8588,32.40158319378901,12,1900.0,1873.84,2742.45,180,0,0,False,True,False
0,37,10108,8.0,0,2432.0,1717.24,480.2,174,0,2,False,True,False
0,48,4813,32.40158319378901,0,2000.0,3238.8,9172.79,188,1,3,False,True,False
2,21,3483,32.40158319378901,12,886.81,11987.241038228825,686.42,175,0,2,False,False,True
11,36,7886,32.40158319378901,0,1400.0,11987.241038228825,0.0,186,0,3,False,True,False
0,32,5026,32.40158319378901,0,3000.0,1108.6,0.0,175,1,2,False,True,False
0,35,4233,14.0,0,1200.0,24082.65,164.23,176,0,2,False,True,False
1,39,5107,32.40158319378901,12,838.73,11987.241038228825,2287.59,177,0,2,False,True,False
1,21,4174,32.40158319378901,12,806.0,11987.241038228825,2219.13,158,0,2,False,True,False
0,25,3939,32.40158319378901,9,889.98,11987.241038228825,875.13,169,0,2,False,True,False
9,64,7370,32.40158319378901,12,1930.0,11987.241038228825,4194.79,199,0,2,False,True,False
2,32,3930,32.40158319378901,12,1200.0,11987.241038228825,3817.92,175,0,2,False,True,False
2,26,4751,32.40158319378901,12,1378.3,11987.241038228825,6180.07,188,4,2,False,True,False
0,27,4782,32.40158319378901,12,1800.0,11987.241038228825,8163.32,174,0,2,False,True,False
37,61,5117,32.40158319378901,4,1980.0,11987.241038228825,0.0,199,2,2,False,True,False
0,38,4651,32.40158319378901,7,2000.0,11987.241038228825,3644.8,180,0,2,False,True,False
6,38,7096,32.40158319378901,0,5000.0,2927.74,4874.77,167,0,3,False,True,False
2,27,4083,32.40158319378901,12,2500.0,11987.241038228825,6318.43,194,0,3,False,True,False
21,26,4570,12.0,12,2052.84,5381.54,13621.85,196,1,3,False,True,False
0,26,4386,21.0,12,1500.0,1479.95,152.79,178,1,3,False,True,False
0,40,4021,5.0,12,3486.7,2618.0,18661.88,216,0,2,False,False,True
0,30,3667,32.40158319378901,12,2833.55,8743.5,18447.66,211,2,2,False,True,False
0,31,4478,6.0,12,2200.0,2663.6,1577.28,188,0,3,False,True,False
0,45,12575,32.40158319378901,0,1600.0,11987.241038228825,1956.02,185,0,2,False,True,False
0,24,3413,32.40158319378901,12,909.03,11987.241038228825,5052.54,156,0,2,False,True,False
0,24,5360,9.0,12,2500.0,2612.18,2424.18,195,1,3,False,True,False
2,35,5666,32.40158319378901,11,9072.0,11987.241038228825,0.0,210,0,2,False,False,True
0,29,4539,32.40158319378901,6,1500.0,11987.241038228825,8278.98,196,1,2,False,False,True
0,40,4758,32.40158319378901,12,1966.78,600.0,8777.24,179,0,2,False,True,False
0,31,4174,32.40158319378901,12,1529.11,833.0,10188.31,173,2,2,False,True,False
0,33,5056,6.0,12,4000.84,3305.54,421.58,225,0,3,False,True,False
8,23,4995,8.0,12,1117.6,2700.0,6332.96,168,0,2,False,False,True
0,22,4598,18.0,12,1913.0,5596.46,0.0,168,0,3,False,True,False
25,31,5939,23.0,12,788.74,500.0,480.0,213,2,0,False,False,True
0,38,4627,7.0,0,11477.0,25645.02,6306.67,189,1,3,False,False,True
2,31,3868,32.40158319378901,12,838.64,2835.67,867.57,194,1,2,False,True,False
0,27,4525,32.40158319378901,12,1293.75,200.0,5016.01,201,0,3,False,True,False
0,54,3534,6.0,7,2500.0,8000.0,8576.42,219,0,3,False,True,False
2,26,4478,32.40158319378901,12,1537.01,5249.88,5038.09,190,0,2,False,False,True
0,53,8496,32.40158319378901,8,1200.0,11987.241038228825,0.0,183,0,2,False,True,False
0,34,4843,32.40158319378901,5,5635.0,21557.4,57094.38,221,0,3,False,False,True
0,33,10108,32.40158319378901,9,1600.0,170.38,0.0,181,0,0,False,True,False
15,29,4690,16.0,12,8500.0,13238.98,6227.66,173,2,3,False,True,False
0,21,4264,32.40158319378901,12,900.0,11987.241038228825,1528.08,175,0,2,False,True,False
1,24,3633,32.40158319378901,12,1208.31,11987.241038228825,1376.82,156,0,2,False,True,False
0,27,3809,9.0,12,800.0,3620.0,679.42,169,0,2,False,True,False
0,39,4049,32.40158319378901,9,707.62,11987.241038228825,2681.11,215,0,2,False,False,True
0,29,5605,32.40158319378901,12,5000.0,37457.76,0.0,214,0,3,False,False,True
0,29,4629,32.40158319378901,12,8300.0,11987.241038228825,0.0,192,0,2,False,True,False
0,34,4995,32.40158319378901,6,2580.0,3024.07,2052.26,213,1,2,False,True,False
0,22,2956,14.0,9,7200.0,800.0,747.06,181,0,3,False,True,False
2,22,3819,32.40158319378901,11,899.6,100.0,2061.25,175,1,2,False,False,True
1,29,3779,32.40158319378901,11,1300.0,1735.24,4571.19,175,0,2,False,True,False
0,24,4629,32.40158319378901,12,1200.0,11987.241038228825,1699.75,156,0,2,False,True,False
25,42,5148,17.0,12,1300.0,319.1,310.47,180,0,2,False,True,False
10,31,3960,14.0,12,1460.0,299.41,1541.1,170,1,2,False,True,False
0,27,5056,32.40158319378901,12,3914.0,1891.29,0.0,196,1,2,False,True,False
0,25,4112,32.40158319378901,12,966.06,3300.5,4060.52,188,0,2,False,False,True
0,25,5513,30.0,12,898.97,4191.1,0.0,186,1,0,False,True,False
0,38,5117,32.40158319378901,12,892.96,11987.241038228825,4947.66,196,0,2,False,True,False
0,31,4113,4.0,9,1500.0,3494.0,4728.8,199,0,3,False,True,False
1,26,4021,20.0,12,850.0,13497.76,1888.05,188,0,2,False,True,False
2,31,3337,32.40158319378901,11,734.39,11987.241038228825,1271.66,175,0,2,False,True,False
5,48,5574,32.40158319378901,12,6800.0,27742.7,0.0,205,1,3,False,True,False
1,32,3911,32.40158319378901,12,781.97,11987.241038228825,4647.53,194,0,2,False,False,True
24,51,7186,12.0,4,2860.0,9913.73,775.06,170,0,3,False,True,False
2,25,4434,32.40158319378901,12,795.66,11987.241038228825,2188.78,163,0,2,True,False,False
0,32,6807,6.0,12,2613.41,4900.0,12636.73,214,4,3,False,True,False
7,36,7370,32.40158319378901,0,1400.0,11987.241038228825,678.23,179,0,2,False,True,False
0,23,4083,32.40158319378901,12,1444.95,11987.241038228825,3421.65,156,0,2,False,True,False
0,45,6456,5.0,9,6600.0,6313.96,7597.59,212,0,3,False,True,False
24,32,5209,20.0,12,1000.0,465.91,198.77,181,2,0,False,True,False
21,28,4010,12.0,12,608.6,6090.0,411.74,194,1,2,False,True,False
0,37,4448,3.0,12,2500.0,11987.241038228825,9159.44,187,0,2,False,True,False
0,23,3930,12.0,12,2142.0,2115.0,12156.94,176,0,3,False,True,False
0,21,4052,32.40158319378901,12,1200.0,2750.58,4239.79,175,0,2,False,True,False
1,27,3899,32.40158319378901,5,840.0,100.0,2974.37,154,0,2,False,True,False
22,32,7643,20.0,9,600.0,1700.0,470.15,194,0,2,False,True,False
16,30,6456,32.40158319378901,4,30000.0,1486.56,6754.93,197,0,0,False,True,False
14,30,4629,8.0,8,4000.0,7150.0,5844.78,193,1,3,False,True,False
0,25,3899,32.40158319378901,12,1071.59,11987.241038228825,1087.91,169,0,2,False,True,False
1,34,5605,42.0,12,2248.76,7093.79,16709.14,219,2,3,False,False,True
7,38,3625,32.40158319378901,9,909.1,1607.77,4137.16,171,1,3,False,True,False
2,30,3626,32.40158319378901,12,3350.0,11987.241038228825,10423.77,219,0,3,False,True,False
1,27,4539,14.0,12,593.57,600.0,1530.53,188,1,2,False,True,False
0,71,3899,12.0,8,2824.63,6300.0,3820.68,230,0,2,False,False,True
1,24,3582,32.40158319378901,12,900.0,11987.241038228825,2675.12,188,0,2,False,False,True
0,33,4660,18.0,0,2100.0,7690.68,426.14,175,0,3,False,True,False
0,24,3574,32.40158319378901,12,901.51,11987.241038228825,1392.22,168,0,2,False,False,True
22,29,4325,19.0,12,4000.0,3155.15,417.43,200,0,3,False,True,False
0,29,4148,6.0,12,751.8,11987.241038228825,2786.46,176,0,2,True,False,False
0,31,3687,32.40158319378901,12,1168.0,11987.241038228825,2573.03,168,0,2,False,True,False
1,21,4464,32.40158319378901,12,851.55,11987.241038228825,4619.46,156,1,2,False,True,False
0,45,4964,32.40158319378901,7,19558.36,22012.36,0.0,240,0,0,False,False,True
0,64,6456,32.40158319378901,10,415.0,11987.241038228825,3893.91,194,0,2,False,True,False
20,32,4509,10.0,10,3500.0,3486.21,3272.07,195,1,3,False,True,False
2,42,3868,32.40158319378901,12,1200.0,525.0,2515.4,183,0,3,False,True,False
33,41,4843,20.0,1,9755.0,15632.13,5716.51,224,2,3,False,True,False
0,30,4205,11.0,0,3200.0,7626.97,0.0,173,0,3,False,True,False
34,27,5240,15.0,12,2545.0,2685.49,591.14,180,2,3,False,True,False
2,42,4140,32.40158319378901,12,1206.88,11987.241038228825,1969.79,180,0,2,False,True,False
0,25,4052,32.40158319378901,12,800.0,3122.75,1884.63,163,0,3,False,True,False
1,49,4629,32.40158319378901,12,1041.0,3763.03,1641.62,218,1,2,False,False,True
0,45,4964,6.0,11,26558.0,58938.2,57094.38,236,1,3,False,False,True
0,35,3748,32.40158319378901,12,1800.0,11987.241038228825,10819.64,182,0,2,False,True,False
2,52,3835,32.40158319378901,12,3080.72,11987.241038228825,19968.53,198,0,2,True,False,False
2,35,3898,32.40158319378901,12,2347.96,11987.241038228825,15471.33,194,0,2,False,True,False
1,41,8039,80.0,0,3500.0,4319.34,0.0,199,2,3,False,False,True
0,48,4386,12.0,12,2300.0,1048.33,2445.89,214,0,2,False,False,True
0,46,3748,10.0,12,4800.0,9127.81,453.15,205,4,3,False,True,False
0,29,4417,9.0,12,1200.0,4935.0,500.72,168,1,2,False,True,False
0,30,5443,32.40158319378901,12,1018.82,3756.22,3575.68,175,1,2,False,True,False
24,28,3474,13.0,6,2050.0,6601.89,460.82,188,1,3,False,True,False
0,30,4144,32.40158319378901,12,3500.0,1155.0,1670.36,219,0,3,False,False,True
0,33,5574,45.0,0,994.0,6800.0,4259.09,173,2,3,False,True,False
0,39,4539,96.0,2,2000.0,4688.0,10120.93,182,0,3,False,True,False
24,30,4144,11.0,12,1600.0,6406.08,954.63,181,0,3,False,True,False
0,25,3904,32.40158319378901,12,1200.0,11987.241038228825,6186.73,169,0,2,False,True,False
6,24,3899,11.0,12,876.43,1900.0,1659.17,194,0,2,False,False,True
0,43,3981,32.40158319378901,11,1239.3,1283.78,4365.51,201,1,2,False,False,True
30,43,5513,32.40158319378901,12,1700.0,11987.241038228825,0.0,156,0,2,False,True,False
3,41,4813,25.0,12,2750.0,9540.0,27789.53,216,1,2,False,True,False
0,34,5482,8.0,12,3800.0,5000.0,39414.34,216,0,3,False,True,False
0,26,4629,32.40158319378901,1,6600.0,3983.1,0.0,188,1,3,False,False,True
25,22,4995,23.0,12,3400.0,1387.54,688.26,192,3,2,False,True,False
0,26,4598,17.0,12,2300.0,6606.13,1038.53,187,3,3,False,True,False
0,27,3859,32.40158319378901,12,1149.58,11987.241038228825,1587.95,188,0,2,False,True,False
18,43,7400,32.40158319378901,0,5500.0,18228.2,9497.46,205,0,3,False,True,False
0,28,4874,11.0,12,1255.6,1690.21,1573.86,176,2,3,False,True,False
0,33,5572,32.40158319378901,12,1187.35,3514.54,1791.17,175,1,2,False,True,False
27,46,5574,80.0,6,9300.0,36624.14,7764.29,208,1,2,False,False,True
25,22,4995,24.0,12,3400.0,685.24,684.43,192,3,2,False,True,False
0,20,3748,32.40158319378901,12,663.75,11987.241038228825,1047.61,156,0,2,False,True,False
0,54,6487,32.40158319378901,9,7925.0,4506.08,0.0,198,0,3,False,True,False
0,31,4478,17.0,12,900.0,4830.0,471.59,183,1,3,False,True,False
0,28,4386,14.0,12,2100.0,1614.73,82.4,186,0,2,False,True,False
0,38,4021,32.40158319378901,11,1200.0,11987.241038228825,1107.11,177,4,2,False,True,False
0,29,4570,8.0,8,700.0,2125.0,495.35,188,0,3,False,True,False
0,23,3443,7.0,9,2100.0,800.0,3589.46,214,0,3,False,True,False
3,29,3314,11.0,12,3178.5,10082.0,15506.51,192,0,2,False,True,False
0,27,3883,32.40158319378901,12,2052.82,11987.241038228825,2018.15,193,0,2,False,False,True
0,31,6701,32.40158319378901,9,3300.33,429.98,8475.86,202,0,3,True,False,False
1,24,5117,32.40158319378901,12,2500.0,800.0,0.0,176,1,3,False,True,False
21,30,5513,23.0,12,2250.0,3215.18,596.07,208,1,3,False,True,False
2,41,4337,32.40158319378901,12,3420.36,11987.241038228825,0.0,214,1,0,False,False,True
0,52,4144,32.40158319378901,12,1301.65,11987.241038228825,2223.05,192,0,2,False,False,True
0,29,4904,17.0,0,1157.06,480.95,492.18,163,0,3,False,True,False
2,32,3591,32.40158319378901,12,1175.66,2457.88,3647.79,175,2,2,False,True,False
9,27,3779,57.0,8,2000.0,31712.89,5725.1,188,3,3,False,True,False
0,35,3419,32.40158319378901,12,812.53,11987.241038228825,722.49,177,0,2,False,True,False
3,37,4629,39.0,11,3500.0,11071.85,503.9,218,2,3,False,True,False
0,28,4226,32.40158319378901,11,2000.0,11987.241038228825,6863.38,175,0,2,True,False,False
0,31,4021,2.0,8,2500.0,2850.0,8600.56,200,1,3,False,True,False
22,34,5605,27.0,12,4000.0,2540.86,338.43,199,1,2,False,True,False
0,22,3443,32.40158319378901,12,1165.71,11987.241038228825,9148.89,175,0,2,False,True,False
1,37,4074,32.40158319378901,12,769.69,100.0,5370.3,173,0,3,False,True,False
1,21,3702,6.0,12,654.45,2134.0,1054.24,175,0,2,False,False,True
0,49,3766,32.40158319378901,10,1512.02,11987.241038228825,2058.69,182,0,2,False,True,False
1,26,5117,7.0,12,1444.53,500.0,3022.84,169,0,2,False,True,False
0,55,4721,17.0,0,2069.0,1525.0,362.05,179,2,2,False,True,False
0,23,4144,32.40158319378901,12,1468.75,2035.93,4510.43,158,2,2,False,True,False
0,27,3991,32.40158319378901,12,800.0,11987.241038228825,3596.13,169,0,2,False,True,False
7,28,4264,32.40158319378901,12,1400.0,1824.45,27.14,185,0,3,False,True,False
0,39,4144,32.40158319378901,2,2200.0,3500.0,0.0,194,1,2,False,False,True
0,38,4751,32.40158319378901,12,2450.0,2984.64,2391.18,197,0,3,False,True,False
0,34,3626,32.40158319378901,12,1012.85,11987.241038228825,4487.72,170,0,2,False,True,False
2,23,4478,32.40158319378901,12,1350.0,11987.241038228825,1816.43,156,0,2,False,True,False
0,33,5725,10.0,9,2120.0,1990.04,476.27,186,2,3,True,False,False
0,46,4325,32.40158319378901,12,1500.0,11987.241038228825,0.0,182,0,2,False,True,False
0,29,3899,7.0,11,767.18,1000.0,2615.95,178,0,3,False,True,False
0,41,5301,10.0,6,1200.0,1000.0,842.02,200,4,3,False,True,False
10,23,4081,6.0,12,918.54,4410.0,9666.56,164,1,3,False,True,False
54,43,4264,40.0,12,2000.0,1500.0,4407.07,185,2,2,False,True,False
32,36,5270,19.0,12,1530.0,11987.241038228825,1273.5,177,2,2,False,True,False
0,33,3626,32.40158319378901,7,3000.0,7870.0,0.0,211,0,2,False,True,False
0,43,5452,11.0,8,6000.0,11599.3,232.01,170,0,3,False,True,False
0,36,5513,11.0,12,1300.0,4312.72,1464.58,196,1,2,False,False,True
25,30,5391,39.0,12,6000.0,12501.38,962.03,180,2,3,False,True,False
7,36,5970,42.0,12,1600.0,9642.7,2135.98,180,1,2,False,True,False
2,25,4052,32.40158319378901,12,711.92,1476.89,2390.57,191,0,3,False,False,True
1,30,4144,12.0,12,1410.61,4300.0,5198.03,194,0,2,False,True,False
2,34,4052,10.0,12,4220.0,500.0,28955.93,188,0,3,False,True,False
8,29,4660,25.0,12,3500.0,7686.12,6945.79,218,0,2,False,True,False
1,25,4007,32.40158319378901,12,731.79,11987.241038228825,449.58,169,0,2,False,True,False
26,37,4964,43.0,11,7000.0,31767.94,8366.49,202,2,3,False,True,False
2,30,4022,32.40158319378901,12,1468.04,11987.241038228825,1885.33,176,0,2,True,False,False
25,21,3748,12.0,12,1100.0,3832.0,454.22,175,1,2,False,True,False
22,22,4539,18.0,12,750.0,887.41,485.47,178,1,3,False,True,False
36,36,7857,93.0,0,3900.0,10433.77,3885.91,164,3,3,True,False,False
0,33,4356,15.0,1,1424.0,1290.72,638.27,204,0,3,False,False,True
0,27,3779,32.40158319378901,11,1000.0,1861.49,2352.64,169,0,2,False,True,False
0,31,4843,32.40158319378901,12,800.0,4059.38,1671.28,194,1,2,False,True,False
0,40,7066,32.40158319378901,1,1483.26,5874.0,40498.12,197,0,2,False,True,False
0,48,4205,32.40158319378901,12,1800.0,1090.0,6823.1,204,1,2,False,False,True
13,46,7186,32.40158319378901,10,1800.0,11987.241038228825,0.0,186,1,2,False,True,False
0,28,3412,7.0,12,1536.01,5126.53,474.1,194,0,2,False,True,False
0,21,4478,32.40158319378901,12,1233.13,11987.241038228825,2153.48,175,0,2,False,False,True
0,32,5635,32.40158319378901,12,2000.0,990.3,3772.96,199,1,2,False,True,False
0,47,3960,8.0,12,1420.0,4574.76,2258.95,182,0,2,False,True,False
2,23,3882,32.40158319378901,12,945.84,11987.241038228825,2310.75,156,0,2,False,True,False
1,30,6670,49.0,5,8979.0,11987.241038228825,14045.3,183,3,0,False,True,False
0,33,4008,15.0,12,1642.18,2100.0,13744.53,180,0,0,False,True,False
2,27,6821,24.0,12,3541.83,2991.26,741.25,197,2,2,False,True,False
21,28,5817,36.0,3,3000.0,3198.99,36902.33,190,0,2,False,True,False
0,33,6031,8.0,0,2200.0,13363.57,3698.36,172,0,2,False,True,False
22,24,4174,34.0,11,1375.52,10667.98,2918.43,158,2,2,False,True,False
25,23,3687,27.0,12,1900.0,1575.0,3418.15,163,2,1,False,True,False
2,33,4514,32.40158319378901,12,1079.11,2360.0,1855.4,194,0,2,False,True,False
2,36,3779,32.40158319378901,12,1245.59,13088.0,2294.27,182,0,2,False,True,False
0,28,4874,18.0,1,2158.0,5889.93,8599.32,219,0,3,False,True,False
15,32,5240,18.0,12,1800.0,11987.241038228825,1341.6,208,1,3,False,True,False
1,26,4140,7.0,12,673.73,1200.0,5383.63,169,1,2,False,True,False
1,31,3960,32.40158319378901,12,3367.12,11987.241038228825,1506.49,219,0,3,False,True,False
1,27,3748,32.40158319378901,12,1200.0,11987.241038228825,382.51,162,0,2,False,True,False
0,35,4264,32.40158319378901,12,2350.0,11987.241038228825,3940.75,206,0,2,False,False,True
0,22,4459,8.0,12,1733.08,11987.241038228825,5000.0,161,0,2,False,True,False
34,33,5544,65.0,12,30000.0,10641.33,18629.85,235,3,3,False,False,True
