atraso,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,clasif_sbs,nivel_educ,vivienda_ALQUILADA,vivienda_FAMILIAR,vivienda_PROPIA
19,48,5360,32.40158319378901,11,2030.0,9.79,6110.724308390023,195,1,3,False,True,False
0,40,4509,13.0,12,1200.0,4911.49,2333.27,199,0,2,False,False,True
0,34,4382,32.40158319378901,12,1839.89,4300.0,4867.75,209,1,3,False,True,False
0,25,4210,32.40158319378901,12,1377.55,11987.241038228825,6110.724308390023,169,0,2,False,True,False
2,36,5142,40.0,12,3890.38,2143.8,2202.41,194,2,2,False,True,False
1,24,4782,32.40158319378901,12,1170.93,3630.92,2673.7,161,1,2,False,True,False
8,53,8708,21.0,12,2015.03,6884.61,2618.23,185,0,2,False,True,False
0,30,6609,32.40158319378901,12,2315.0,5126.99,6110.724308390023,237,2,3,False,False,True
0,28,4509,8.0,12,2500.0,4027.72,844.51,193,2,3,False,True,False
2,25,4766,32.40158319378901,12,960.32,11987.241038228825,1849.43,188,0,2,False,False,True
1,40,4445,32.40158319378901,12,2057.53,11987.241038228825,10430.09,213,0,2,False,False,True
52,40,7551,19.0,12,1250.0,4806.03,6110.724308390023,202,2,3,False,True,False
2,40,4083,32.40158319378901,12,2325.0,11987.241038228825,575.83,206,4,2,False,False,True
0,37,6031,32.40158319378901,12,1800.0,11987.241038228825,5493.71,182,0,2,False,True,False
0,22,4021,32.40158319378901,12,2100.0,11987.241038228825,3428.68,209,4,3,False,True,False
0,31,6790,60.0,0,3500.0,5136.45,4755.05,200,4,3,False,True,False
1,33,4205,32.40158319378901,12,1250.0,11987.241038228825,3442.45,190,0,3,False,True,False
0,30,4721,32.40158319378901,11,3200.0,11987.241038228825,9883.77,213,0,3,False,True,False
0,30,4721,32.40158319378901,11,3200.0,11987.241038228825,9883.77,213,0,3,False,True,False
24,36,4721,51.0,0,4700.0,33846.22,6110.724308390023,201,0,3,False,False,True
0,46,8527,50.0,0,2300.0,40907.86,5157.46,185,1,3,False,True,False
1,32,4539,10.0,12,2218.94,1617.0,4343.5,180,0,2,False,True,False
0,26,6031,32.40158319378901,12,1650.0,11987.241038228825,1350.99,202,0,2,False,True,False
0,29,5725,16.0,12,2100.0,2481.43,6110.724308390023,192,1,2,False,True,False
0,42,6882,14.0,12,2000.0,2069.59,6110.724308390023,178,1,2,False,True,False
1,36,6090,32.40158319378901,12,1100.0,503.78,6110.724308390023,187,0,0,False,False,True
0,31,6456,32.40158319378901,4,5300.0,33022.22,57094.38,195,0,3,False,True,False
0,32,4113,32.40158319378901,10,1000.0,1700.0,3329.54,194,0,2,False,True,False
27,28,4751,34.0,12,9879.25,11505.0,10548.23,192,3,2,False,True,False
0,31,3840,3.0,12,1400.0,5000.0,4830.33,199,2,3,False,True,False
2,30,3868,32.40158319378901,12,800.0,11987.241038228825,136.95,194,0,2,False,True,False
5,41,7492,32.40158319378901,12,14788.0,11987.241038228825,6110.724308390023,197,0,2,False,True,False
0,43,5482,92.0,0,5500.0,44205.99,725.41,178,1,3,False,True,False
2,55,4361,32.40158319378901,12,1049.03,11987.241038228825,3914.48,194,1,2,False,True,False
0,32,5270,18.0,12,3380.0,7978.44,1214.58,219,1,3,False,True,False
1,34,5037,32.40158319378901,12,3533.34,11987.241038228825,3852.28,182,0,2,False,True,False
25,33,4995,47.0,12,3000.0,7949.28,1171.95,214,3,3,False,True,False
21,37,4052,30.0,12,2400.0,3828.99,445.14,194,1,1,False,True,False
0,25,4052,32.40158319378901,12,1222.64,11987.241038228825,8248.65,169,0,2,False,True,False
0,27,4203,23.0,12,999.84,1200.0,150.27,160,0,0,False,True,False
2,40,4721,32.40158319378901,12,3500.0,11133.79,7898.09,216,1,2,False,True,False
31,31,5179,32.40158319378901,12,800.0,11987.241038228825,6110.724308390023,181,2,2,False,True,False
0,32,4295,32.40158319378901,12,3300.0,4020.66,2809.98,193,0,3,False,True,False
0,27,6578,32.40158319378901,12,1200.0,11987.241038228825,2240.72,169,0,2,False,True,False
0,28,4052,32.40158319378901,12,935.0,11987.241038228825,1589.3,169,0,2,False,True,False
0,35,4478,32.40158319378901,12,2012.0,11987.241038228825,3429.84,182,0,2,False,True,False
0,48,3687,32.40158319378901,12,3000.0,2611.88,12000.0,197,4,2,False,True,False
0,22,3521,32.40158319378901,8,776.4,750.0,2572.84,156,0,2,False,True,False
4,38,4144,32.40158319378901,11,1598.0,400.0,1650.54,179,0,2,False,True,False
1,53,7186,49.0,12,3000.0,5183.84,1901.4,216,0,2,False,False,True
1,53,7186,49.0,12,3000.0,5183.84,1901.4,216,0,2,False,False,True
16,58,5087,32.40158319378901,0,9000.0,5518.2,6110.724308390023,196,0,3,False,True,False
16,58,5087,32.40158319378901,0,9000.0,5518.2,6110.724308390023,196,0,3,False,True,False
0,24,6000,32.0,12,1000.0,2510.86,2399.07,156,2,2,False,True,False
0,43,5909,93.0,12,13500.0,31554.85,4371.19,226,0,3,False,True,False
7,38,6335,32.40158319378901,11,12630.0,43556.0,39369.67,239,0,2,False,False,True
0,55,3742,32.40158319378901,12,812.1,1500.0,1450.72,197,0,2,False,False,True
23,35,4021,14.0,12,2373.0,5775.0,2803.21,214,0,3,False,False,True
1,29,3827,9.0,12,1691.22,500.0,2354.94,168,0,0,False,True,False
0,25,4113,32.40158319378901,12,946.95,11987.241038228825,2348.36,164,0,3,False,True,False
0,30,4386,14.0,12,3000.0,5557.09,1624.34,191,1,2,False,True,False
0,33,5725,32.40158319378901,12,2612.5,2281.44,6110.724308390023,195,0,3,False,True,False
0,36,6456,32.40158319378901,12,6600.0,13613.73,6110.724308390023,201,0,3,False,True,False
24,36,7917,11.0,12,2321.93,1374.5,870.0,201,1,3,False,True,False
0,31,6182,12.0,11,652.52,1165.0,4386.18,175,0,2,False,True,False
0,33,4108,6.0,12,2650.22,8704.94,7381.06,197,0,3,False,True,False
2,32,3899,32.40158319378901,0,1500.0,1900.0,6782.33,157,0,2,False,True,False
0,30,5605,44.0,12,3000.0,10195.25,2450.73,211,0,2,False,False,True
2,37,5026,15.0,12,4550.0,1071.77,1171.41,186,1,3,False,True,False
26,35,3430,46.0,5,8121.78,43099.91,5060.02,195,2,2,True,False,False
0,32,3770,32.40158319378901,12,2183.8,11987.241038228825,2248.19,185,0,3,False,True,False
0,58,5026,22.0,12,2500.0,4689.13,1136.24,211,1,2,False,True,False
0,33,5482,18.0,0,2300.0,50054.42,4233.38,192,0,3,False,True,False
0,50,3631,13.0,12,620.13,3703.0,2297.47,199,0,2,False,False,True
22,28,3748,39.0,5,3400.0,5900.0,57094.38,212,0,3,False,True,False
2,23,4935,32.40158319378901,12,1050.0,11987.241038228825,747.35,160,0,0,False,True,False
0,35,4174,32.40158319378901,10,3000.0,7824.1,6110.724308390023,182,1,3,False,True,False
1,25,4509,32.40158319378901,12,1300.0,1085.0,2204.51,169,0,2,False,True,False
1,27,3532,6.0,12,932.66,3464.63,4861.33,194,0,2,False,False,True
1,28,4509,32.40158319378901,3,3000.0,6200.0,57094.38,228,1,3,False,False,True
0,27,5677,32.40158319378901,12,736.73,8514.62,2645.43,196,1,3,False,True,False
0,27,4386,34.0,4,3121.92,5209.9,2013.44,206,2,3,False,True,False
25,24,3744,17.0,1,6500.0,2090.0,15.77,161,1,3,False,True,False
13,31,5148,4.0,11,1400.0,3715.43,5245.43,199,1,3,False,True,False
1,38,5605,54.0,12,904.32,1650.0,1955.38,196,1,2,False,True,False
29,33,3534,24.0,2,3000.0,21263.36,22006.7,214,1,3,False,True,False
0,47,4205,6.0,12,1300.0,9844.0,1861.55,219,0,3,False,False,True
7,32,5179,24.0,12,2666.46,5441.88,4968.47,193,0,3,False,True,False
7,39,5087,16.0,12,1299.25,6240.77,1292.21,177,1,2,False,True,False
8,39,5452,42.0,12,1502.0,3143.43,1105.68,179,1,2,False,True,False
0,34,4478,2.0,12,2100.0,11987.241038228825,6110.724308390023,214,0,3,False,True,False
2,34,3882,7.0,12,1199.77,500.0,4294.83,177,0,2,False,True,False
0,26,6151,12.0,12,4500.0,8390.98,2645.79,205,2,3,False,True,False
0,25,3718,9.0,12,2927.97,1500.0,2094.7,194,0,3,False,True,False
0,55,6090,32.40158319378901,9,2100.0,2378.8,6110.724308390023,230,0,1,False,True,False
0,36,4598,6.0,12,2300.0,11987.241038228825,1501.17,194,0,2,False,True,False
25,39,4682,22.0,12,1008.26,1440.0,246.55,196,2,2,False,False,True
2,43,6578,32.40158319378901,6,7375.73,11987.241038228825,6110.724308390023,235,0,0,False,False,True
8,30,7066,22.0,12,750.0,1431.14,642.76,195,3,3,False,True,False
0,42,5103,32.40158319378901,12,1346.03,11987.241038228825,7201.02,185,0,2,False,True,False
1,39,4347,32.40158319378901,12,1268.09,11987.241038228825,2147.39,177,0,2,False,True,False
0,37,3897,32.40158319378901,12,1061.08,11987.241038228825,2122.3,177,0,2,False,True,False
0,42,4144,23.0,12,3390.0,852.44,852.44,198,0,3,False,True,False
0,56,5087,7.0,12,3000.0,240.22,6110.724308390023,214,0,3,False,True,False
23,64,9012,32.40158319378901,12,3000.0,11987.241038228825,2651.43,228,1,2,False,False,True
0,28,3766,8.0,12,880.0,500.0,3315.88,166,0,0,False,True,False
16,47,5725,32.40158319378901,12,3054.39,11987.241038228825,102.99,197,1,2,False,True,False
0,23,4660,31.0,4,1309.46,5598.73,7019.36,157,2,2,True,False,False
0,51,7308,98.0,12,4500.0,24694.21,26570.29,216,0,2,False,False,True
2,27,4325,32.40158319378901,12,2500.0,11987.241038228825,6110.724308390023,186,0,2,False,True,False
0,30,5360,24.0,12,6700.0,41113.55,46059.01,200,0,3,False,True,False
24,32,4539,28.0,9,1500.0,4532.53,1033.46,178,2,3,False,True,False
0,40,4448,26.0,12,2081.97,800.0,25407.78,216,1,2,False,False,True
0,48,11569,17.0,0,5500.0,15019.51,1998.91,185,0,3,False,True,False
1,31,4116,32.40158319378901,12,744.16,2650.0,1542.89,175,2,2,False,True,False
2,22,3534,32.40158319378901,12,1200.0,2080.0,372.17,178,0,3,False,True,False
0,24,4964,32.40158319378901,12,1400.0,11987.241038228825,3050.13,171,0,2,False,True,False
0,41,5240,40.0,12,2800.0,20384.0,17758.64,205,1,3,False,True,False
2,27,4325,32.40158319378901,12,900.0,3240.0,2225.1,162,0,2,False,True,False
0,29,4721,25.0,12,3100.0,9029.14,2253.52,200,1,3,False,True,False
0,36,3849,7.0,12,1051.78,2728.0,4551.16,189,0,2,False,False,True
0,33,4436,39.0,12,870.07,2249.52,3997.4,194,0,2,False,False,True
8,41,8588,98.0,0,6357.0,11987.241038228825,4042.44,177,1,2,False,True,False
2,48,6762,32.40158319378901,12,2038.83,11987.241038228825,1151.11,204,1,2,False,False,True
0,24,3800,32.40158319378901,12,1625.44,3670.96,5434.41,161,1,3,False,True,False
0,36,4233,23.0,6,2450.0,6451.41,457.06,195,2,3,False,True,False
20,22,4144,26.0,12,2000.0,500.0,11971.8,197,4,3,False,True,False
0,63,4995,24.0,12,1600.0,8928.72,355.57,235,1,0,False,False,True
0,48,5909,88.0,9,2000.0,8096.91,778.7,173,0,3,False,True,False
1,26,4598,11.0,12,1100.0,2630.65,2094.09,169,0,2,False,True,False
0,23,4144,32.40158319378901,12,1245.44,11987.241038228825,500.55,156,0,2,False,True,False
0,43,4137,32.40158319378901,12,706.38,11987.241038228825,2451.76,180,0,2,False,True,False
0,30,4389,32.40158319378901,1,2200.0,735.0,2483.51,214,1,3,False,True,False
0,23,3017,32.40158319378901,12,1100.0,11987.241038228825,3561.52,159,1,3,False,True,False
7,36,4843,32.40158319378901,12,800.0,36266.08,6110.724308390023,204,1,3,False,True,False
24,34,4264,17.0,12,980.45,2640.0,5163.62,177,1,2,False,True,False
0,27,4935,17.0,12,5500.0,12472.51,1190.98,201,1,3,False,True,False
0,25,3687,32.40158319378901,12,969.2,11987.241038228825,5731.19,158,0,2,False,True,False
0,41,5360,32.40158319378901,12,2400.0,2950.32,6110.724308390023,197,0,2,False,True,False
0,42,13761,32.40158319378901,11,1060.0,11987.241038228825,14890.18,207,0,3,False,True,False
6,31,5117,32.40158319378901,12,2681.0,7042.46,4265.38,185,3,2,False,True,False
1,46,4879,32.40158319378901,12,2400.0,11987.241038228825,2215.46,198,0,2,True,False,False
2,28,4144,32.40158319378901,11,548.65,250.0,2058.21,194,0,2,False,False,True
0,38,3748,32.40158319378901,12,1749.61,11987.241038228825,6267.25,182,0,2,False,True,False
0,37,8251,10.0,12,4100.0,3698.43,6872.3,220,0,3,False,True,False
0,35,4570,37.0,12,2200.0,7681.52,6845.79,194,0,2,False,True,False
5,52,3595,24.0,12,3465.0,3880.99,266.78,198,4,3,False,True,False
2,37,8039,8.0,12,2000.0,2378.31,3667.29,199,1,2,False,False,True
0,47,7278,44.0,12,6200.0,44630.05,7820.22,219,1,3,False,True,False
1,28,4295,32.40158319378901,12,2300.0,3590.7,2567.35,193,0,3,False,True,False
25,35,5056,14.0,12,1634.86,1839.1,1315.99,192,0,3,False,True,False
0,42,4964,33.0,0,2250.0,1047.33,3341.04,199,1,3,False,True,False
0,32,5482,32.40158319378901,12,803.0,2550.0,3364.46,197,2,3,False,True,False
24,28,5240,31.0,12,7246.0,4732.17,9752.86,226,0,3,False,False,True
0,37,5482,89.0,12,4500.0,9880.75,60.0,197,0,3,False,True,False
0,31,5107,27.0,12,684.82,11987.241038228825,1909.5,175,0,2,False,True,False
0,23,3642,8.0,12,839.11,2150.0,607.01,183,1,3,False,True,False
0,29,5756,11.0,12,2500.0,6739.22,535.48,200,0,3,False,True,False
28,28,4356,18.0,9,3750.0,4810.55,1785.48,200,1,3,False,True,False
0,22,4539,32.40158319378901,12,655.36,11987.241038228825,1451.67,156,0,2,False,True,False
2,34,5421,32.40158319378901,12,1000.0,2365.86,1433.61,194,0,2,False,True,False
0,25,5056,15.0,12,2100.0,11987.241038228825,592.8,200,0,2,False,True,False
0,36,6456,31.0,4,3000.0,4834.7,6110.724308390023,182,1,3,False,True,False
0,29,4264,18.0,12,2000.0,3741.79,1510.01,188,1,3,False,True,False
0,30,4782,14.0,12,4000.0,14647.65,2026.14,219,1,3,False,False,True
0,36,4570,42.0,5,4173.0,16978.73,6110.724308390023,197,0,3,False,True,False
2,29,6243,23.0,12,2311.8,19462.73,2506.04,223,1,2,False,False,True
21,29,4509,37.0,12,1600.0,1675.47,6110.724308390023,212,1,2,False,True,False
2,36,4629,32.40158319378901,5,10000.0,5705.0,26365.37,213,1,2,False,True,False
0,27,3748,8.0,12,3101.83,3000.0,2401.32,194,0,3,False,True,False
0,51,6882,33.0,0,1800.0,12073.9,6110.724308390023,192,1,3,False,False,True
20,51,6456,79.0,7,1200.0,47504.05,18179.05,203,1,3,False,False,True
16,46,4598,31.0,8,2187.0,11987.241038228825,6110.724308390023,178,1,2,False,True,False
0,37,4509,32.40158319378901,12,4700.0,11987.241038228825,3861.34,215,0,3,False,False,True
0,50,7431,32.40158319378901,11,2509.0,555.3,6110.724308390023,205,2,3,False,True,False
2,22,3503,32.40158319378901,12,900.0,840.0,2143.47,175,1,2,False,True,False
0,40,4570,32.40158319378901,12,1550.0,11987.241038228825,8133.3,180,0,0,False,True,False
20,28,4042,10.0,12,1317.38,1300.0,3191.03,180,1,2,False,True,False
0,42,4233,32.40158319378901,12,2066.0,6014.59,4194.46,185,1,2,False,True,False
24,29,5574,18.0,4,5000.0,11193.59,1013.73,200,1,3,False,True,False
0,31,4206,29.0,12,1026.75,11987.241038228825,1024.49,175,0,2,False,True,False
2,36,4509,32.40158319378901,12,1500.0,800.0,266.96,191,2,2,False,False,True
0,31,4052,19.0,9,4250.0,3500.0,2710.81,211,0,2,False,False,True
0,37,3352,17.0,12,7675.0,19808.8,20780.81,213,1,2,False,True,False
9,28,4356,32.40158319378901,12,1200.0,1094.63,4596.8,175,1,2,False,True,False
17,47,4233,56.0,12,990.79,11987.241038228825,1779.01,185,1,2,False,True,False
0,52,8922,32.40158319378901,12,30000.0,34516.8,2120.54,209,1,0,False,True,False
24,29,4478,50.0,12,4290.0,4831.3,535.19,209,0,2,False,True,False
15,45,4904,21.0,12,2875.0,11987.241038228825,6110.724308390023,216,1,2,False,False,True
0,23,4904,32.40158319378901,12,988.3,1100.0,4184.51,156,0,2,False,True,False
0,44,9318,53.0,0,2600.0,13663.34,736.8,190,0,3,False,True,False
1,29,3726,32.40158319378901,12,1031.62,11987.241038228825,4957.62,173,0,0,False,True,False
33,40,3773,16.0,12,873.1,500.0,2461.67,180,2,2,False,True,False
23,45,8596,74.0,1,1297.0,8530.0,6110.724308390023,180,1,3,False,True,False
2,43,5939,32.40158319378901,12,1197.77,11987.241038228825,1405.56,180,0,2,False,True,False
6,41,5847,32.40158319378901,12,1300.0,11987.241038228825,2072.56,197,0,2,False,False,True
0,32,4325,48.0,8,2500.0,2983.08,332.64,186,0,3,False,True,False
0,43,6090,32.40158319378901,12,13000.0,14309.67,6110.724308390023,217,1,3,False,False,True
0,30,5421,44.0,2,2000.0,9429.23,6110.724308390023,207,0,3,False,True,False
23,39,3486,52.0,0,4033.0,11818.84,75.27,201,1,3,False,True,False
0,25,3779,32.40158319378901,12,1149.05,11987.241038228825,3219.85,157,0,3,False,True,False
0,31,5391,33.0,12,2500.0,2771.81,2118.96,186,1,3,False,True,False
0,28,3229,15.0,12,635.71,2115.0,825.37,194,1,2,False,True,False
0,28,4660,32.40158319378901,12,3350.0,104.47,6110.724308390023,195,1,3,False,True,False
0,44,4995,85.0,4,3505.05,11987.241038228825,2079.01,177,0,3,False,True,False
0,40,4295,8.0,12,10085.0,3015.48,659.07,205,0,3,False,True,False
0,47,5391,32.40158319378901,12,1400.0,13294.96,6110.724308390023,185,0,2,False,True,False
54,34,5301,31.0,12,2200.0,2500.0,179.1,194,1,3,False,True,False
29,34,6456,32.40158319378901,12,3000.0,11987.241038228825,6110.724308390023,168,1,3,False,True,False
0,29,4690,32.40158319378901,12,1200.0,5450.57,5899.61,168,2,2,False,True,False
1,35,5421,32.40158319378901,12,1300.0,11061.32,6101.28,177,0,2,False,True,False
2,30,3899,32.40158319378901,12,1800.0,11987.241038228825,10045.58,207,0,3,False,True,False
0,40,4660,12.0,12,2550.0,6952.78,1406.99,216,2,2,False,False,True
25,52,3840,109.0,0,10900.0,119402.5,4993.11,180,0,3,False,True,False
5,34,4570,32.40158319378901,0,9916.0,11987.241038228825,57094.38,216,0,3,False,False,True
2,32,5604,39.0,12,1277.08,11987.241038228825,11989.56,175,0,2,False,True,False
2,29,5270,32.40158319378901,12,1000.0,11987.241038228825,2120.98,168,0,2,False,True,False
53,25,3840,18.0,12,2500.0,2600.0,1172.76,194,2,3,False,True,False
1,39,4052,3.0,10,2300.0,3270.0,7324.34,217,1,3,False,True,False
2,42,6090,10.0,12,1150.0,11987.241038228825,1488.57,199,0,2,False,True,False
20,52,5605,32.40158319378901,12,2500.0,4983.51,6110.724308390023,216,1,2,False,False,True
0,50,6640,32.40158319378901,12,732.05,11987.241038228825,581.01,201,0,0,False,True,False
0,29,5060,32.40158319378901,12,981.26,11987.241038228825,2668.53,176,4,3,False,True,False
0,51,5574,32.40158319378901,12,1028.63,11987.241038228825,4849.98,180,0,2,False,True,False
0,36,5360,12.0,12,2815.0,7244.37,193.55,216,0,3,False,True,False
0,33,4174,7.0,8,14460.0,33476.2,12507.69,219,1,3,False,False,True
0,36,6425,17.0,12,1996.91,1754.87,1126.04,209,0,3,False,True,False
0,39,4539,32.40158319378901,2,1500.0,4500.37,7006.12,198,0,2,False,True,False
0,31,4417,32.40158319378901,12,2086.93,11987.241038228825,11390.13,199,0,2,False,False,True
2,38,7035,32.40158319378901,12,1934.28,4385.0,10754.79,201,1,2,False,False,True
2,60,6548,32.40158319378901,12,1650.0,6212.4,6110.724308390023,202,1,3,False,True,False
0,25,4721,32.40158319378901,12,1093.16,11987.241038228825,3450.36,169,0,2,False,True,False
0,45,5329,76.0,12,9287.9,1542.5,1304.2,205,0,3,False,True,False
0,28,6548,39.0,0,4073.4,2211.65,359.23,162,0,3,True,False,False
55,38,3503,16.0,12,4200.0,500.0,4869.07,211,2,0,False,False,True
0,56,6243,32.40158319378901,12,1900.0,11987.241038228825,6786.26,197,0,2,False,True,False
4,51,5056,32.40158319378901,12,895.12,1200.0,4299.05,180,0,2,False,True,False
0,51,4660,32.40158319378901,12,2929.85,11987.241038228825,3485.4,192,0,3,False,True,False
25,40,4052,11.0,12,1145.77,1500.0,301.28,196,1,2,False,False,True
0,37,4570,77.0,12,2000.0,7876.03,4433.85,170,1,3,False,True,False
0,30,5329,32.40158319378901,12,2000.0,461.66,6110.724308390023,207,1,3,False,True,False
6,34,8526,32.40158319378901,1,2895.0,11987.241038228825,6008.54,182,1,3,False,True,False
1,51,4052,20.0,11,2096.2,1170.0,4066.75,204,0,2,False,False,True
0,31,4356,32.40158319378901,3,7000.0,17535.04,29147.47,233,1,3,False,False,True
0,37,4052,96.0,5,2700.0,8067.39,817.73,190,1,3,False,True,False
0,45,4751,15.0,12,800.0,395.1,392.36,176,0,2,False,True,False
0,28,3960,11.0,12,855.97,4966.0,1663.43,180,0,3,False,True,False
0,35,5574,54.0,0,6000.0,34462.27,4774.58,182,0,3,False,True,False
0,39,4071,12.0,12,948.33,1540.0,803.46,199,0,2,False,False,True
0,37,3718,32.40158319378901,12,1534.02,2386.85,7610.49,195,0,3,False,True,False
0,45,4598,6.0,12,3924.98,11987.241038228825,5110.52,192,0,3,False,True,False
0,33,3382,47.0,12,3200.0,8642.5,6110.724308390023,199,0,1,False,True,False
0,27,5117,12.0,12,2868.18,4812.86,1538.35,208,0,3,False,True,False
20,32,4935,44.0,3,5331.0,16290.0,38886.6,193,1,3,False,True,False
25,44,4782,41.0,12,1800.0,5449.27,2132.37,181,1,3,False,True,False
0,50,7431,32.40158319378901,11,2509.0,555.3,6110.724308390023,205,2,3,False,True,False
0,51,7217,15.0,12,21600.0,121543.4,4043.69,210,0,3,False,False,True
0,21,4690,13.0,8,1900.0,3690.2,6110.724308390023,188,0,3,False,True,False
2,58,6640,32.40158319378901,12,2200.0,3421.99,6110.724308390023,219,1,3,False,True,False
0,39,3639,94.0,12,3500.0,4500.0,5880.93,202,0,3,False,True,False
2,31,6201,32.40158319378901,12,766.13,11987.241038228825,2908.31,194,0,2,False,False,True
8,45,5574,82.0,0,17700.0,57313.05,20606.3,203,1,3,False,True,False
0,31,5360,10.0,12,1600.0,4458.77,2207.3,200,0,3,False,True,False
0,30,6578,32.0,2,9100.0,25077.4,7958.93,200,0,3,False,True,False
0,26,4856,32.40158319378901,12,1470.37,2763.6,756.46,169,2,2,False,True,False
0,32,5452,43.0,12,16000.0,11987.241038228825,44.45,173,4,3,False,True,False
0,31,5209,32.40158319378901,12,1174.6,11987.241038228825,4130.67,170,0,2,False,True,False
0,33,5252,35.0,12,2717.68,2310.0,2218.71,211,2,2,False,False,True
0,42,7735,32.40158319378901,12,1500.0,11987.241038228825,2686.04,201,0,2,False,False,True
0,35,4478,32.40158319378901,12,12408.03,11987.241038228825,6110.724308390023,195,0,3,False,True,False
0,35,5709,32.40158319378901,12,1806.0,11987.241038228825,3035.8,201,0,2,False,False,True
2,43,5026,21.0,12,1847.65,1485.0,6110.724308390023,178,1,2,False,True,False
0,42,5329,85.0,12,10000.0,7914.07,6110.724308390023,205,1,3,False,True,False
2,36,8374,32.40158319378901,12,1200.0,1346.6,4680.87,210,2,2,False,True,False
0,63,12087,32.40158319378901,0,3500.0,7892.66,3428.15,210,0,2,False,True,False
3,30,6000,41.0,12,3600.0,34142.98,6110.724308390023,214,1,3,False,False,True
0,25,4448,32.40158319378901,12,871.06,3725.0,1998.73,169,1,2,False,True,False
0,55,6090,14.0,12,2100.0,9069.98,2238.55,201,0,3,False,True,False
13,28,3352,39.0,7,3000.0,2600.0,2567.95,192,1,2,False,True,False
0,34,5117,16.0,12,5000.0,7946.74,3115.65,212,0,3,False,True,False
0,25,4935,16.0,0,9309.35,3859.9,451.61,188,0,3,False,False,True
0,38,4721,32.40158319378901,12,900.0,11987.241038228825,518.35,165,0,3,False,True,False
1,24,4174,32.40158319378901,12,1200.0,4637.34,4339.85,157,2,3,False,True,False
0,42,5482,32.40158319378901,12,2200.0,4882.9,6110.724308390023,195,0,0,False,True,False
2,24,4598,32.40158319378901,12,1000.0,11987.241038228825,2322.47,175,0,2,False,False,True
0,31,6031,32.0,12,3650.0,11987.241038228825,6110.724308390023,183,0,2,False,False,True
0,31,6031,32.0,12,3650.0,11987.241038228825,6110.724308390023,183,0,2,False,False,True
2,46,6456,32.40158319378901,8,20000.0,23673.2,52437.69,224,0,3,False,False,True
0,31,4113,20.0,12,804.41,6568.08,319.16,194,1,2,False,False,True
0,38,4675,32.40158319378901,12,1498.78,11987.241038228825,13345.89,177,0,2,False,True,False
0,33,5603,18.0,12,1205.31,10085.0,951.38,177,1,2,False,True,False
0,34,7096,12.0,12,3500.0,5029.58,1806.25,231,1,2,False,False,True
0,30,3983,32.40158319378901,12,1110.88,1000.0,4369.9,177,0,2,False,True,False
0,45,4629,22.0,12,930.0,6019.63,510.04,195,0,2,False,True,False
0,29,5056,32.40158319378901,12,1200.0,1070.39,2365.2,176,1,3,False,True,False
0,64,5666,32.40158319378901,11,7000.0,11987.241038228825,6110.724308390023,238,0,3,False,False,True
0,51,10322,32.40158319378901,0,1374.0,9688.31,141.98,188,0,3,False,True,False
0,26,5329,14.0,12,1228.38,1000.0,546.25,190,0,2,False,False,True
0,30,3779,16.0,10,2000.0,8600.88,6110.724308390023,180,0,2,False,True,False
0,26,5026,32.40158319378901,12,1200.0,11987.241038228825,1098.28,170,1,2,True,False,False
0,34,3634,32.40158319378901,12,1634.0,11987.241038228825,1343.27,194,0,2,False,False,True
0,21,4233,32.40158319378901,12,1128.34,2330.0,818.18,173,0,2,False,False,True
0,43,4356,94.0,12,2000.0,3208.35,4398.12,200,2,3,False,True,False
33,33,5970,49.0,12,4655.0,8793.81,2945.95,226,2,3,False,True,False
0,53,4417,12.0,12,3085.0,2400.67,7871.47,217,0,3,False,False,True
2,24,4371,32.40158319378901,12,644.72,3215.19,1599.44,172,0,3,False,True,False
0,33,4448,22.0,12,950.0,4242.57,6110.724308390023,192,2,2,False,True,False
55,33,7643,37.0,0,6000.0,3354.12,846.88,190,2,3,False,True,False
48,32,4799,28.0,12,905.56,11987.241038228825,6110.724308390023,187,2,2,False,False,True
2,34,5482,15.0,4,890.12,500.0,3830.63,177,0,0,False,True,False
0,29,5270,37.0,12,4500.0,2139.25,10386.82,202,2,3,False,True,False
0,42,4264,32.40158319378901,12,2800.0,11987.241038228825,6110.724308390023,205,0,3,False,True,False
0,37,5056,32.40158319378901,12,6000.0,21577.12,32999.17,214,0,3,False,True,False
2,32,4904,32.40158319378901,12,1100.0,11987.241038228825,5000.0,173,0,2,False,True,False
8,34,5117,30.0,12,2500.0,7883.38,614.14,216,4,3,False,False,True
0,27,4509,32.40158319378901,12,1129.09,11987.241038228825,3218.01,196,0,3,False,True,False
0,31,5555,15.0,12,741.65,1825.0,3101.03,211,0,2,False,False,True
0,22,3960,6.0,12,2500.0,5750.0,1023.06,173,0,2,False,True,False
0,26,4509,19.0,12,1300.0,600.0,5534.83,191,0,3,False,False,True
0,36,5301,27.0,0,3000.0,1018.07,6110.724308390023,212,0,3,False,True,False
0,30,4052,12.0,12,932.59,11987.241038228825,6110.724308390023,194,0,2,False,False,True
0,55,6913,32.40158319378901,0,6000.0,1587.47,15971.87,206,0,3,False,True,False
2,31,5117,43.0,12,966.0,4514.68,4000.53,194,2,2,False,False,True
0,26,4904,32.40158319378901,12,1700.0,3262.52,6110.724308390023,174,1,2,False,True,False
17,42,5878,32.40158319378901,0,1800.0,3197.6,35904.7,186,0,3,False,True,False
